date,start_date,end_date,REGION TYPE,REGION,YEAR,WEEK,% WEIGHTED ILI,OT,AGE 0-4,AGE 25-49,AGE 25-64,AGE 5-24,AGE 50-64,AGE 65,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS,YEAR_WEEK,prior_history_avg,prior_history_std,fact,preds
2018-05-07,2018-05-07,2018-05-13,National,X,2018,19,1.29599,1.28242,3443,2205,X,4132,935,902,11617,1922,905868,2018-19,1.27509,0.0810777118572052,"Influenza viruses cause a substantial burden of illness each year in the United States, estimated at 9.2–35.6 million cases of infection, 4.3–16.7 million","In the long-term, the development and distribution of effective vaccines, as well as continued public health efforts, will be crucial in reducing the burden of influenza-related illness in the United States;In the short-term, it is likely that the incidence of influenza will continue to be high, with potential for outbreaks and clusters of cases, especially among vulnerable populations"
2018-05-14,2018-05-14,2018-05-20,National,X,2018,20,1.18904,1.2243,3359,2238,X,3766,905,799,11067,1966,903948,2018-20,1.19477,0.0764573528184177,"Influenza D virus (IDV) has been identified in domestic cattle, swine, camelid, and small ruminant populations across North America, Europe, Asia.","In the long-term, the continued surveillance and research on influenza viruses, including IDV, will be crucial in predicting and preparing for potential pandemics.;In the short-term, it is likely that influenza cases will continue to be reported, with a potential increase in cases during the upcoming flu season."
2018-05-21,2018-05-21,2018-05-27,National,X,2018,21,1.24941,1.23385,3384,2082,X,3429,885,866,10646,1883,862825,2018-21,1.0885033333333334,0.0528609854870931,"The 1918 flu pandemic started in the United States, with over 100 soldiers at Camp Funston in Fort Riley, Kansas becoming ill with flu.","In the long-term, the development of effective vaccines and treatments, as well as continued surveillance and research, will be crucial in reducing the burden of influenza on public health in the United States.;In the short-term, it is likely that influenza cases will continue to be reported, particularly among high-risk populations such as children and the elderly."
2018-05-28,2018-05-28,2018-06-03,National,X,2018,22,1.14134,1.22391,3222,1824,X,2982,846,734,9608,1789,785022,2018-22,1.034674833333333,0.0476838109316638,The influenza pandemic in 1918 infected a third of the world's population.,"In the next few months, it's likely that public health officials will continue to monitor influenza outbreaks and adjust vaccination strategies as needed.;In the next 1-4 weeks, it's possible that influenza cases will continue to rise, particularly in regions with winter seasons."
2018-06-04,2018-06-04,2018-06-10,National,X,2018,23,0.988567,1.04866,2845,1836,X,2551,802,654,8688,1783,828488,2018-23,1.0187705,0.0465688274052503,"Objective facts about the Pulic Health and FLU situation: Influenza vaccination requirements for healthcare professionals have changed, with ongoing panel surveys monitoring hospital practices in the United States.  Antibiotic overuse remains widespread in the treatment of outpatient acute respiratory infections, including those with laboratory-confirmed influenza.  Hospitalizations and deaths from respiratory infectious diseases, including pneumonia and influenza, have decreased in the United States.","Predictions you can make for the long-term future (next few months): As the flu season approaches, it is likely that public health efforts will focus on promoting vaccination and reducing the spread of influenza.  Research and studies may continue to explore the epidemiology of respiratory infectious diseases, including influenza, to inform public health policy and practice.;Predictions you can make for the short-term future (next 1-4 weeks): It is likely that healthcare professionals will continue to adapt to the changed vaccination requirements and improve their practices.  Antibiotic overuse may continue to be a challenge in outpatient settings, but increased awareness and education may lead to a slight decrease in overuse."
2018-06-11,2018-06-11,2018-06-17,National,X,2018,24,0.895433,0.979381,2375,1596,X,2242,699,658,7570,1738,772937,2018-24,0.9823205,0.0472706576123074,The 2017-2018 influenza season in the United States saw continued testing for seasonal influenza viruses and monitoring for novel influenza A virus infections.,"In the long term, it is possible that research into antiviral mediators and vaccine development will lead to more effective treatments and prevention strategies for influenza.;In the short term, it is likely that influenza activity will continue to be monitored and reported, with potential outbreaks occurring in localized areas."
2018-06-18,2018-06-18,2018-06-24,National,X,2018,25,0.892227,0.94819,2313,1554,X,2161,730,616,7374,1759,777692,2018-25,0.9163633333333332,0.0600084060867031,"Influenza affects between 9.2 and 60.8 million people in the United States every year, according to the Centers for Disease Control and Prevention (CDC).","In the long term, it is likely that research on influenza susceptibility and resistance will lead to the development of more effective vaccines and treatments, potentially reducing the impact of the flu on public health.   Note: There is no information in the search results that provides specific predictions or insights about the current flu season or future outbreaks. The analysis and predictions provided are based on general knowledge of influenza and public health.;Based on the historical data, it is likely that the flu season will continue to affect a significant number of people in the United States in the next 1-4 weeks."
2018-06-25,2018-06-25,2018-07-01,National,X,2018,26,0.877636,0.867741,2201,1530,X,1906,669,626,6932,1720,798856,2018-26,0.8491430000000001,0.0348388456065926,"Influenza infection is common in all age groups, with children infected most frequently.","In the long term, it is possible that the economic burden of influenza will continue to be significant, and that targeted public health interventions will be necessary to reduce the spread of the disease and protect vulnerable populations.;In the short term, it is likely that influenza infection rates will continue to be high, particularly among children and the elderly, and that public health interventions will be necessary to mitigate the spread of the disease."
2018-07-02,2018-07-02,2018-07-08,National,X,2018,27,0.77502,0.822957,2000,1299,X,1862,539,549,6249,1764,759335,2018-27,0.8386705,0.0440345633190565,Influenza vaccination can provide protection against influenza illness or infection in older adults.,"In the next few months, it is possible that new strains of influenza may emerge, potentially leading to increased infection rates and public health concerns.;In the next 1-4 weeks, it is likely that influenza infections will continue to occur, particularly in areas with high population density and during peak flu season."
2018-07-09,2018-07-09,2018-07-15,National,X,2018,28,0.725956,0.772384,1945,1443,X,1900,627,587,6502,1769,841809,2018-28,0.8391795000000001,0.0566439698564639,The National Institute of Allergy and Infectious Diseases has a strategic plan for a universal influenza vaccine.,"In the long-term, the development of a universal influenza vaccine could revolutionize the way we approach flu prevention and treatment.;In the short-term, it is likely that public health efforts will focus on promoting vaccination and other prevention strategies as the flu season approaches."
